Liga,Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Resultado,Diferencia_Goles
English Second,2012-01-21,Birmingham,Watford,3,0,H,3
English Second,2012-01-21,Blackpool,Crystal Palace,2,1,H,1
English Second,2012-01-21,Bristol City,Doncaster,2,1,H,1
English Second,2012-01-21,Burnley,Derby,0,0,D,0
English Second,2012-01-21,Cardiff,Portsmouth,3,2,H,1
English Second,2012-01-21,Coventry,Middlesbrough,3,1,H,2
English Second,2012-01-21,Leeds,Ipswich,3,1,H,2
English Second,2012-01-21,Peterboro,Brighton,1,2,A,-1
English Second,2012-01-21,Reading,Hull,0,1,A,-1
English Second,2012-01-21,West Ham,Nott'm Forest,2,1,H,1
English Second,2012-01-14,Brighton,Bristol City,2,0,H,2
English Second,2012-01-14,Crystal Palace,Leeds,1,1,D,0
English Second,2012-01-14,Derby,Coventry,1,0,H,1
English Second,2012-01-14,Doncaster,Cardiff,0,0,D,0
English Second,2012-01-14,Hull,Peterboro,1,0,H,1
English Second,2012-01-14,Ipswich,Blackpool,2,2,D,0
English Second,2012-01-14,Leicester,Barnsley,1,2,A,-1
English Second,2012-01-14,Middlesbrough,Burnley,0,2,A,-2
English Second,2012-01-14,Millwall,Birmingham,0,6,A,-6
English Second,2012-01-14,Nott'm Forest,Southampton,0,3,A,-3
English Second,2012-01-14,Portsmouth,West Ham,0,1,A,-1
English Second,2012-01-14,Watford,Reading,1,2,A,-1
English Second,2012-01-11,Birmingham,Ipswich,2,1,H,1
English Second,2012-01-03,Bristol City,Millwall,1,0,H,1
English Second,2012-01-02,Blackpool,Middlesbrough,3,0,H,3
English Second,2012-01-02,Brighton,Southampton,3,0,H,3
English Second,2012-01-02,Cardiff,Reading,3,1,H,2
English Second,2012-01-02,Crystal Palace,Leicester,1,2,A,-1
English Second,2012-01-02,Doncaster,Barnsley,2,0,H,2
English Second,2012-01-02,Hull,Derby,0,1,A,-1
English Second,2012-01-02,Ipswich,Nott'm Forest,1,3,A,-2
English Second,2012-01-02,Leeds,Burnley,2,1,H,1
English Second,2012-01-02,Peterboro,Birmingham,1,1,D,0
English Second,2012-01-02,Portsmouth,Watford,2,0,H,2
English Second,2012-01-02,West Ham,Coventry,1,0,H,1
English Second,2011-12-31,Barnsley,Leeds,4,1,H,3
English Second,2011-12-31,Birmingham,Blackpool,3,0,H,3
English Second,2011-12-31,Burnley,Hull,1,0,H,1
English Second,2011-12-31,Coventry,Brighton,2,0,H,2
English Second,2011-12-31,Derby,West Ham,2,1,H,1
English Second,2011-12-31,Leicester,Portsmouth,1,1,D,0
English Second,2011-12-31,Middlesbrough,Peterboro,1,1,D,0
English Second,2011-12-31,Millwall,Crystal Palace,0,1,A,-1
English Second,2011-12-31,Nott'm Forest,Cardiff,0,1,A,-1
English Second,2011-12-31,Reading,Ipswich,1,0,H,1
English Second,2011-12-31,Watford,Doncaster,4,1,H,3
English Second,2011-12-30,Southampton,Bristol City,0,1,A,-1
English Second,2011-12-26,Barnsley,Blackpool,1,3,A,-2
English Second,2011-12-26,Birmingham,West Ham,1,1,D,0
English Second,2011-12-26,Burnley,Doncaster,3,0,H,3
English Second,2011-12-26,Coventry,Bristol City,1,0,H,1
English Second,2011-12-26,Derby,Leeds,1,0,H,1
English Second,2011-12-26,Leicester,Ipswich,1,1,D,0
English Second,2011-12-26,Middlesbrough,Hull,1,0,H,1
English Second,2011-12-26,Millwall,Portsmouth,1,0,H,1
English Second,2011-12-26,Nott'm Forest,Peterboro,0,1,A,-1
English Second,2011-12-26,Reading,Brighton,3,0,H,3
English Second,2011-12-26,Southampton,Crystal Palace,2,0,H,2
English Second,2011-12-26,Watford,Cardiff,1,1,D,0
English Second,2011-12-19,Crystal Palace,Birmingham,1,0,H,1
English Second,2011-12-18,Portsmouth,Southampton,1,1,D,0
English Second,2011-12-17,Blackpool,Watford,0,0,D,0
English Second,2011-12-17,Brighton,Burnley,0,1,A,-1
English Second,2011-12-17,Bristol City,Nott'm Forest,0,0,D,0
English Second,2011-12-17,Cardiff,Middlesbrough,2,3,A,-1
English Second,2011-12-17,Doncaster,Leicester,2,1,H,1
English Second,2011-12-17,Hull,Millwall,2,0,H,2
English Second,2011-12-17,Ipswich,Derby,1,0,H,1
English Second,2011-12-17,Leeds,Reading,0,1,A,-1
English Second,2011-12-17,Peterboro,Coventry,1,0,H,1
English Second,2011-12-17,West Ham,Barnsley,1,0,H,1
English Second,2011-12-10,Barnsley,Ipswich,3,5,A,-2
English Second,2011-12-10,Birmingham,Doncaster,2,1,H,1
English Second,2011-12-10,Burnley,Portsmouth,0,1,A,-1
English Second,2011-12-10,Coventry,Hull,0,1,A,-1
English Second,2011-12-10,Derby,Bristol City,2,1,H,1
English Second,2011-12-10,Leicester,Peterboro,1,1,D,0
English Second,2011-12-10,Middlesbrough,Brighton,1,0,H,1
English Second,2011-12-10,Millwall,Cardiff,0,0,D,0
English Second,2011-12-10,Nott'm Forest,Crystal Palace,0,1,A,-1
English Second,2011-12-10,Reading,West Ham,3,0,H,3
English Second,2011-12-10,Southampton,Blackpool,2,2,D,0
English Second,2011-12-10,Watford,Leeds,1,1,D,0
English Second,2011-12-07,Hull,Birmingham,2,1,H,1
English Second,2011-12-06,Barnsley,Crystal Palace,2,1,H,1
English Second,2011-12-04,Cardiff,Birmingham,1,0,H,1
English Second,2011-12-03,Blackpool,Reading,1,0,H,1
English Second,2011-12-03,Brighton,Nott'm Forest,1,0,H,1
English Second,2011-12-03,Bristol City,Middlesbrough,0,1,A,-1
English Second,2011-12-03,Doncaster,Southampton,1,0,H,1
English Second,2011-12-03,Hull,Leicester,2,1,H,1
English Second,2011-12-03,Ipswich,Watford,1,2,A,-1
English Second,2011-12-03,Leeds,Millwall,2,0,H,2
English Second,2011-12-03,Peterboro,Barnsley,3,4,A,-1
English Second,2011-12-03,Portsmouth,Coventry,2,1,H,1
English Second,2011-12-03,West Ham,Burnley,1,2,A,-1
English Second,2011-12-02,Crystal Palace,Derby,1,1,D,0
English Second,2011-11-29,Burnley,Ipswich,4,0,H,4
English Second,2011-11-29,Derby,Brighton,0,1,A,-1
English Second,2011-11-29,Leicester,Blackpool,2,0,H,2
English Second,2011-11-29,Middlesbrough,West Ham,0,2,A,-2
English Second,2011-11-29,Millwall,Doncaster,3,2,H,1
English Second,2011-11-29,Nott'm Forest,Leeds,0,4,A,-4
English Second,2011-11-29,Reading,Peterboro,3,2,H,1
English Second,2011-11-29,Southampton,Hull,2,1,H,1
English Second,2011-11-29,Watford,Bristol City,2,2,D,0
English Second,2011-11-26,Blackpool,Birmingham,2,2,D,0
English Second,2011-11-26,Brighton,Coventry,2,1,H,1
English Second,2011-11-26,Bristol City,Southampton,2,0,H,2
English Second,2011-11-26,Cardiff,Nott'm Forest,1,0,H,1
English Second,2011-11-26,Crystal Palace,Millwall,0,0,D,0
English Second,2011-11-26,Doncaster,Watford,0,0,D,0
English Second,2011-11-26,Hull,Burnley,2,3,A,-1
English Second,2011-11-26,Ipswich,Reading,2,3,A,-1
English Second,2011-11-26,Leeds,Barnsley,1,2,A,-1
English Second,2011-11-26,Peterboro,Middlesbrough,1,1,D,0
English Second,2011-11-26,Portsmouth,Leicester,1,1,D,0
English Second,2011-11-26,West Ham,Derby,3,1,H,2
English Second,2011-11-22,Birmingham,Burnley,2,1,H,1
English Second,2011-11-22,Coventry,Cardiff,1,1,D,0
English Second,2011-11-20,Leicester,Crystal Palace,3,0,H,3
English Second,2011-11-20,Millwall,Bristol City,1,2,A,-1
English Second,2011-11-19,Barnsley,Doncaster,2,0,H,2
English Second,2011-11-19,Birmingham,Peterboro,1,1,D,0
English Second,2011-11-19,Burnley,Leeds,1,2,A,-1
English Second,2011-11-19,Coventry,West Ham,1,2,A,-1
English Second,2011-11-19,Derby,Hull,0,2,A,-2
English Second,2011-11-19,Middlesbrough,Blackpool,2,2,D,0
English Second,2011-11-19,Nott'm Forest,Ipswich,3,2,H,1
English Second,2011-11-19,Reading,Cardiff,1,2,A,-1
English Second,2011-11-19,Southampton,Brighton,3,0,H,3
English Second,2011-11-19,Watford,Portsmouth,2,0,H,2
English Second,2011-11-06,Brighton,Barnsley,2,0,H,2
English Second,2011-11-06,Leicester,Leeds,0,1,A,-1
English Second,2011-11-06,Reading,Birmingham,1,0,H,1
English Second,2011-11-05,Blackpool,Millwall,1,0,H,1
English Second,2011-11-05,Bristol City,Burnley,3,1,H,2
English Second,2011-11-05,Cardiff,Crystal Palace,2,0,H,2
English Second,2011-11-05,Coventry,Southampton,2,4,A,-2
English Second,2011-11-05,Hull,West Ham,0,2,A,-2
English Second,2011-11-05,Ipswich,Doncaster,2,3,A,-1
English Second,2011-11-05,Middlesbrough,Watford,1,0,H,1
English Second,2011-11-05,Peterboro,Derby,3,2,H,1
English Second,2011-11-05,Portsmouth,Nott'm Forest,3,0,H,3
English Second,2011-11-02,Derby,Cardiff,0,3,A,-3
English Second,2011-11-02,Leeds,Blackpool,0,5,A,-5
English Second,2011-11-01,Barnsley,Hull,2,1,H,1
English Second,2011-11-01,Burnley,Leicester,1,3,A,-2
English Second,2011-11-01,Crystal Palace,Portsmouth,0,0,D,0
English Second,2011-11-01,Doncaster,Middlesbrough,1,3,A,-2
English Second,2011-11-01,Millwall,Coventry,3,0,H,3
English Second,2011-11-01,Nott'm Forest,Reading,1,0,H,1
English Second,2011-11-01,Southampton,Peterboro,2,1,H,1
English Second,2011-11-01,Watford,Brighton,1,0,H,1
English Second,2011-11-01,West Ham,Bristol City,0,0,D,0
English Second,2011-10-30,Leeds,Cardiff,1,1,D,0
English Second,2011-10-29,Barnsley,Bristol City,1,2,A,-1
English Second,2011-10-29,Birmingham,Brighton,0,0,D,0
English Second,2011-10-29,Burnley,Blackpool,3,1,H,2
English Second,2011-10-29,Crystal Palace,Reading,0,0,D,0
English Second,2011-10-29,Derby,Portsmouth,3,1,H,2
English Second,2011-10-29,Doncaster,Coventry,1,1,D,0
English Second,2011-10-29,Millwall,Ipswich,4,1,H,3
English Second,2011-10-29,Nott'm Forest,Hull,0,1,A,-1
English Second,2011-10-29,Southampton,Middlesbrough,3,0,H,3
English Second,2011-10-29,Watford,Peterboro,3,2,H,1
English Second,2011-10-29,West Ham,Leicester,3,2,H,1
English Second,2011-10-26,Birmingham,Leeds,1,0,H,1
English Second,2011-10-24,Brighton,West Ham,0,1,A,-1
English Second,2011-10-23,Bristol City,Birmingham,0,2,A,-2
English Second,2011-10-22,Blackpool,Nott'm Forest,1,2,A,-1
English Second,2011-10-22,Cardiff,Barnsley,5,3,H,2
English Second,2011-10-22,Coventry,Burnley,1,2,A,-1
English Second,2011-10-22,Hull,Watford,3,2,H,1
English Second,2011-10-22,Ipswich,Crystal Palace,0,1,A,-1
English Second,2011-10-22,Leicester,Millwall,0,3,A,-3
English Second,2011-10-22,Middlesbrough,Derby,2,0,H,2
English Second,2011-10-22,Peterboro,Leeds,2,3,A,-1
English Second,2011-10-22,Portsmouth,Doncaster,3,1,H,2
English Second,2011-10-22,Reading,Southampton,1,1,D,0
English Second,2011-10-19,Leicester,Watford,2,0,H,2
English Second,2011-10-18,Barnsley,Burnley,2,0,H,2
English Second,2011-10-18,Blackpool,Doncaster,2,1,H,1
English Second,2011-10-18,Crystal Palace,Bristol City,1,0,H,1
English Second,2011-10-18,Ipswich,Portsmouth,1,0,H,1
English Second,2011-10-18,Leeds,Coventry,1,1,D,0
English Second,2011-10-18,Millwall,Brighton,1,1,D,0
English Second,2011-10-18,Nott'm Forest,Middlesbrough,2,0,H,2
English Second,2011-10-18,Peterboro,Cardiff,4,3,H,1
English Second,2011-10-18,Reading,Derby,2,2,D,0
English Second,2011-10-18,Southampton,West Ham,1,0,H,1
English Second,2011-10-16,Birmingham,Leicester,2,0,H,2
English Second,2011-10-15,Brighton,Hull,0,0,D,0
English Second,2011-10-15,Bristol City,Peterboro,1,2,A,-1
English Second,2011-10-15,Burnley,Reading,0,1,A,-1
English Second,2011-10-15,Cardiff,Ipswich,2,2,D,0
English Second,2011-10-15,Coventry,Nott'm Forest,1,0,H,1
English Second,2011-10-15,Derby,Southampton,1,1,D,0
English Second,2011-10-15,Middlesbrough,Millwall,1,1,D,0
English Second,2011-10-15,Portsmouth,Barnsley,2,0,H,2
English Second,2011-10-15,Watford,Crystal Palace,0,2,A,-2
English Second,2011-10-15,West Ham,Blackpool,4,0,H,4
English Second,2011-10-14,Doncaster,Leeds,0,3,A,-3
English Second,2011-10-02,Nott'm Forest,Birmingham,1,3,A,-2
English Second,2011-10-01,Barnsley,Coventry,2,0,H,2
English Second,2011-10-01,Blackpool,Bristol City,5,0,H,5
English Second,2011-10-01,Crystal Palace,West Ham,2,2,D,0
English Second,2011-10-01,Hull,Cardiff,2,1,H,1
English Second,2011-10-01,Ipswich,Brighton,3,1,H,2
English Second,2011-10-01,Leeds,Portsmouth,1,0,H,1
English Second,2011-10-01,Leicester,Derby,4,0,H,4
English Second,2011-10-01,Millwall,Burnley,0,1,A,-1
English Second,2011-10-01,Peterboro,Doncaster,1,2,A,-1
English Second,2011-10-01,Reading,Middlesbrough,0,0,D,0
English Second,2011-10-01,Southampton,Watford,4,0,H,4
English Second,2011-09-28,Cardiff,Southampton,2,1,H,1
English Second,2011-09-28,Middlesbrough,Leicester,0,0,D,0
English Second,2011-09-27,Brighton,Crystal Palace,1,3,A,-2
English Second,2011-09-27,Bristol City,Reading,2,3,A,-1
English Second,2011-09-27,Burnley,Nott'm Forest,5,1,H,4
English Second,2011-09-27,Coventry,Blackpool,2,2,D,0
English Second,2011-09-27,Derby,Barnsley,1,1,D,0
English Second,2011-09-27,Doncaster,Hull,1,1,D,0
English Second,2011-09-27,Portsmouth,Peterboro,2,3,A,-1
English Second,2011-09-27,Watford,Millwall,2,1,H,1
English Second,2011-09-27,West Ham,Ipswich,0,1,A,-1
English Second,2011-09-25,Cardiff,Leicester,0,0,D,0
English Second,2011-09-24,Birmingham,Barnsley,1,1,D,0
English Second,2011-09-24,Bristol City,Hull,1,1,D,0
English Second,2011-09-24,Burnley,Southampton,1,1,D,0
English Second,2011-09-24,Coventry,Reading,1,1,D,0
English Second,2011-09-24,Derby,Millwall,3,0,H,3
English Second,2011-09-24,Doncaster,Crystal Palace,1,0,H,1
English Second,2011-09-24,Middlesbrough,Ipswich,0,0,D,0
English Second,2011-09-24,Portsmouth,Blackpool,1,0,H,1
English Second,2011-09-24,Watford,Nott'm Forest,0,1,A,-1
English Second,2011-09-24,West Ham,Peterboro,1,0,H,1
English Second,2011-09-23,Brighton,Leeds,3,3,D,0
English Second,2011-09-19,Ipswich,Coventry,3,0,H,3
English Second,2011-09-18,Southampton,Birmingham,4,1,H,3
English Second,2011-09-17,Barnsley,Watford,1,1,D,0
English Second,2011-09-17,Blackpool,Cardiff,1,1,D,0
English Second,2011-09-17,Crystal Palace,Middlesbrough,0,1,A,-1
English Second,2011-09-17,Hull,Portsmouth,1,0,H,1
English Second,2011-09-17,Leeds,Bristol City,2,1,H,1
English Second,2011-09-17,Leicester,Brighton,1,0,H,1
English Second,2011-09-17,Millwall,West Ham,0,0,D,0
English Second,2011-09-17,Nott'm Forest,Derby,1,2,A,-1
English Second,2011-09-17,Peterboro,Burnley,2,1,H,1
English Second,2011-09-17,Reading,Doncaster,2,0,H,2
English Second,2011-09-11,Birmingham,Millwall,3,0,H,3
English Second,2011-09-10,Barnsley,Leicester,1,1,D,0
English Second,2011-09-10,Blackpool,Ipswich,2,0,H,2
English Second,2011-09-10,Bristol City,Brighton,0,1,A,-1
English Second,2011-09-10,Burnley,Middlesbrough,0,2,A,-2
English Second,2011-09-10,Cardiff,Doncaster,2,0,H,2
English Second,2011-09-10,Coventry,Derby,2,0,H,2
English Second,2011-09-10,Leeds,Crystal Palace,3,2,H,1
English Second,2011-09-10,Peterboro,Hull,0,1,A,-1
English Second,2011-09-10,Reading,Watford,0,2,A,-2
English Second,2011-09-10,Southampton,Nott'm Forest,3,2,H,1
English Second,2011-09-10,West Ham,Portsmouth,4,3,H,1
English Second,2011-08-28,Nott'm Forest,West Ham,1,4,A,-3
English Second,2011-08-28,Watford,Birmingham,2,2,D,0
English Second,2011-08-27,Brighton,Peterboro,2,0,H,2
English Second,2011-08-27,Crystal Palace,Blackpool,1,1,D,0
English Second,2011-08-27,Derby,Burnley,1,2,A,-1
English Second,2011-08-27,Doncaster,Bristol City,1,1,D,0
English Second,2011-08-27,Hull,Reading,1,0,H,1
English Second,2011-08-27,Ipswich,Leeds,2,1,H,1
English Second,2011-08-27,Leicester,Southampton,3,2,H,1
English Second,2011-08-27,Middlesbrough,Coventry,1,1,D,0
English Second,2011-08-27,Millwall,Barnsley,0,0,D,0
English Second,2011-08-27,Portsmouth,Cardiff,1,1,D,0
English Second,2011-08-21,Middlesbrough,Birmingham,3,1,H,2
English Second,2011-08-21,West Ham,Leeds,2,2,D,0
English Second,2011-08-20,Brighton,Blackpool,2,2,D,0
English Second,2011-08-20,Bristol City,Portsmouth,0,0,D,0
English Second,2011-08-20,Burnley,Cardiff,1,1,D,0
English Second,2011-08-20,Coventry,Watford,0,0,D,0
English Second,2011-08-20,Derby,Doncaster,3,0,H,3
English Second,2011-08-20,Hull,Crystal Palace,0,1,A,-1
English Second,2011-08-20,Nott'm Forest,Leicester,2,2,D,0
English Second,2011-08-20,Peterboro,Ipswich,7,1,H,6
English Second,2011-08-20,Reading,Barnsley,1,2,A,-1
English Second,2011-08-20,Southampton,Millwall,1,0,H,1
English Second,2011-08-17,Blackpool,Derby,0,1,A,-1
English Second,2011-08-17,Cardiff,Brighton,1,3,A,-2
English Second,2011-08-17,Leicester,Bristol City,1,2,A,-1
English Second,2011-08-17,Millwall,Peterboro,2,2,D,0
English Second,2011-08-16,Barnsley,Middlesbrough,1,3,A,-2
English Second,2011-08-16,Crystal Palace,Coventry,2,1,H,1
English Second,2011-08-16,Doncaster,Nott'm Forest,0,1,A,-1
English Second,2011-08-16,Ipswich,Southampton,2,5,A,-3
English Second,2011-08-16,Leeds,Hull,4,1,H,3
English Second,2011-08-16,Portsmouth,Reading,1,0,H,1
English Second,2011-08-16,Watford,West Ham,0,4,A,-4
English Second,2011-08-14,Blackpool,Peterboro,2,1,H,1
English Second,2011-08-14,Cardiff,Bristol City,3,1,H,2
English Second,2011-08-13,Barnsley,Southampton,0,1,A,-1
English Second,2011-08-13,Birmingham,Coventry,1,0,H,1
English Second,2011-08-13,Crystal Palace,Burnley,2,0,H,2
English Second,2011-08-13,Doncaster,West Ham,0,1,A,-1
English Second,2011-08-13,Ipswich,Hull,0,1,A,-1
English Second,2011-08-13,Leeds,Middlesbrough,0,1,A,-1
English Second,2011-08-13,Leicester,Reading,0,2,A,-2
English Second,2011-08-13,Millwall,Nott'm Forest,2,0,H,2
English Second,2011-08-13,Portsmouth,Brighton,0,1,A,-1
English Second,2011-08-13,Watford,Derby,0,1,A,-1
English Second,2011-08-07,West Ham,Cardiff,0,1,A,-1
English Second,2011-08-06,Brighton,Doncaster,2,1,H,1
English Second,2011-08-06,Bristol City,Ipswich,0,3,A,-3
English Second,2011-08-06,Burnley,Watford,2,2,D,0
English Second,2011-08-06,Coventry,Leicester,0,1,A,-1
English Second,2011-08-06,Derby,Birmingham,2,1,H,1
English Second,2011-08-06,Middlesbrough,Portsmouth,2,2,D,0
English Second,2011-08-06,Nott'm Forest,Barnsley,0,0,D,0
English Second,2011-08-06,Peterboro,Crystal Palace,2,1,H,1
English Second,2011-08-06,Reading,Millwall,2,2,D,0
English Second,2011-08-06,Southampton,Leeds,3,1,H,2
English Second,2011-08-05,Hull,Blackpool,0,1,A,-1
English Second,2011-05-07,Barnsley,Millwall,1,0,H,1
English Second,2011-05-07,Bristol City,Hull,3,0,H,3
English Second,2011-05-07,Burnley,Cardiff,1,1,D,0
English Second,2011-05-07,Crystal Palace,Nott'm Forest,0,3,A,-3
English Second,2011-05-07,Leicester,Ipswich,4,2,H,2
English Second,2011-05-07,Middlesbrough,Doncaster,3,0,H,3
English Second,2011-05-07,Norwich,Coventry,2,2,D,0
English Second,2011-05-07,Preston,Watford,3,1,H,2
English Second,2011-05-07,QPR,Leeds,1,2,A,-1
English Second,2011-05-07,Reading,Derby,2,1,H,1
English Second,2011-05-07,Scunthorpe,Portsmouth,1,1,D,0
English Second,2011-05-07,Swansea,Sheffield United,4,0,H,4
English Second,2011-05-02,Cardiff,Middlesbrough,0,3,A,-3
English Second,2011-05-02,Portsmouth,Norwich,0,1,A,-1
English Second,2011-04-30,Coventry,Reading,0,0,D,0
English Second,2011-04-30,Derby,Bristol City,0,2,A,-2
English Second,2011-04-30,Doncaster,Leicester,1,1,D,0
English Second,2011-04-30,Hull,Crystal Palace,1,1,D,0
English Second,2011-04-30,Ipswich,Preston,2,1,H,1
English Second,2011-04-30,Leeds,Burnley,1,0,H,1
English Second,2011-04-30,Millwall,Swansea,0,2,A,-2
English Second,2011-04-30,Nott'm Forest,Scunthorpe,5,1,H,4
English Second,2011-04-30,Sheffield United,Barnsley,2,2,D,0
English Second,2011-04-30,Watford,QPR,0,2,A,-2
English Second,2011-04-25,Barnsley,Doncaster,2,2,D,0
English Second,2011-04-25,Bristol City,Nott'm Forest,2,3,A,-1
English Second,2011-04-25,Burnley,Portsmouth,1,1,D,0
English Second,2011-04-25,Crystal Palace,Leeds,1,0,H,1
English Second,2011-04-25,Leicester,Watford,4,2,H,2
English Second,2011-04-25,Middlesbrough,Coventry,2,1,H,1
English Second,2011-04-25,Norwich,Derby,3,2,H,1
English Second,2011-04-25,Preston,Cardiff,0,1,A,-1
English Second,2011-04-25,QPR,Hull,1,1,D,0
English Second,2011-04-25,Reading,Sheffield United,2,3,A,-1
English Second,2011-04-25,Scunthorpe,Millwall,1,2,A,-1
English Second,2011-04-25,Swansea,Ipswich,4,1,H,3
English Second,2011-04-23,Cardiff,QPR,2,2,D,0
English Second,2011-04-23,Derby,Burnley,2,4,A,-2
English Second,2011-04-23,Hull,Middlesbrough,2,4,A,-2
English Second,2011-04-23,Millwall,Preston,4,0,H,4
English Second,2011-04-23,Portsmouth,Swansea,0,0,D,0
English Second,2011-04-23,Sheffield United,Bristol City,3,2,H,1
English Second,2011-04-23,Watford,Barnsley,1,0,H,1
English Second,2011-04-22,Coventry,Scunthorpe,1,1,D,0
English Second,2011-04-22,Doncaster,Crystal Palace,0,0,D,0
English Second,2011-04-22,Leeds,Reading,0,0,D,0
English Second,2011-04-22,Nott'm Forest,Leicester,3,2,H,1
English Second,2011-04-21,Ipswich,Norwich,1,5,A,-4
English Second,2011-04-19,Burnley,Middlesbrough,3,1,H,2
English Second,2011-04-18,QPR,Derby,0,0,D,0
English Second,2011-04-16,Bristol City,Ipswich,0,1,A,-1
English Second,2011-04-16,Burnley,Swansea,2,1,H,1
English Second,2011-04-16,Cardiff,Portsmouth,3,0,H,3
English Second,2011-04-16,Coventry,Millwall,2,1,H,1
English Second,2011-04-16,Crystal Palace,Scunthorpe,1,2,A,-1
English Second,2011-04-16,Hull,Doncaster,3,1,H,2
English Second,2011-04-16,Leeds,Watford,2,2,D,0
English Second,2011-04-16,Middlesbrough,Barnsley,1,1,D,0
English Second,2011-04-16,Preston,Sheffield United,3,1,H,2
English Second,2011-04-16,Reading,Leicester,3,1,H,2
English Second,2011-04-15,Norwich,Nott'm Forest,2,1,H,1
English Second,2011-04-12,Barnsley,QPR,0,1,A,-1
English Second,2011-04-12,Derby,Leeds,2,1,H,1
English Second,2011-04-12,Doncaster,Preston,1,1,D,0
English Second,2011-04-12,Ipswich,Middlesbrough,3,3,D,0
English Second,2011-04-12,Leicester,Crystal Palace,1,1,D,0
English Second,2011-04-12,Millwall,Bristol City,0,0,D,0
English Second,2011-04-12,Nott'm Forest,Burnley,2,0,H,2
